subject,campus_suffix,course_number,credits,title,description,prerequisite_raw,corequisite_raw,exclusion_raw
MICB,_V,412,3,Topics in Immunological Research,"Presentations, library research, paper reviews and class discussion on selected areas of advanced molecular and cellular immunological research. [1-0-4] Prerequisite: MICB_V 302 and one of MICB_V 402, MEDG_V 410.","MICB_V 302 and one of MICB_V 402, MEDG_V 410.",,
MICB,_V,413,3,Topics in Microbiome Research,"Critical examination and discussion of contemporary research literature concerning the impact of host-associated microbiomes on host development, health and disease with a focus on humans. Priority given to students in Microbiology and Immunology specializations. [3-0-0] Prerequisite: Either (a) MICB 302 and one of MICB 308, MICB 325, BIOL 335; or (b) BIOT 380. And fourth-year standing in Science.","Either (a) MICB 302 and one of MICB 308, MICB 325, BIOL 335; or (b) BIOT 380. And fourth-year standing in Science.",,
MICB,_V,418,3,Industrial Microbiology and Biotechnology,"Exploitation of microbial and animal cells for the industrial production of chemicals ranging from alcohol to therapeutic proteins. Genetic manipulation of cellular characteristics, fermentation methods, patenting and governmental approval processes. [3-0-0] Corequisite: One of BIOL 335, MICB 325, BIOT 380.",,"One of BIOL 335, MICB 325, BIOT 380.",
MICB,_V,421,3,Experimental Microbiology,"Research in microbial physiology and molecular genetics. Guided and independent laboratory projects are developed. [2-4-0] Prerequisite: One of MICB 323, BIOT 380.","One of MICB 323, BIOT 380.",,
MICB,_V,425,3,Microbial Ecological Genomics,"Intrinsic and extrinsic forces driving prokaryotic genome evolution. Gene transfer; microbial species concepts; community genome structure, function and dynamics; ecological impacts of microbial genome diversity. Emphasis on problem solving and experimental design. [3-3-0] Prerequisite: One of BIOL 335, MICB 325, BIOT 380.","One of BIOL 335, MICB 325, BIOT 380.",,
MICB,_V,447,3,Experimental Molecular Biology,"A laboratory course with a choice of independent, supervised research projects. Students develop protocols to carry out investigation of selected molecular biology problems. [2-4-0] Prerequisite: Either (a) BIOT 380 or (b) MICB 323 or (c) all of MICB 322, MICB 398.","Either (a) BIOT 380 or (b) MICB 323 or (c) all of MICB 322, MICB 398.",,
MICB,_V,449,6,Research Problem,"A laboratory investigation in the final year of the Honours program. The results are presented in a written report, to be reviewed by oral examination. Prerequisite: Either (a) MICB 323 or (b) all of MICB 322, MICB 399.","Either (a) MICB 323 or (b) all of MICB 322, MICB 399.",,
MICB,_V,471,3,Laboratory Research in Microbiology and Immunology,"A team-based laboratory research experience in microbiology and immunology. [2-4-0] Prerequisite: One of MICB 323, BIOT 380.","One of MICB 323, BIOT 380.",,
MICB,_V,475,3,Data Science Research in Microbiology and Immunology,"A team-based data science research experience in microbiology and immunology. [3-0-0] Prerequisite: Either (a) MICB 322 and one of MICB 325, BIOL 335; or (b) BIOT 380.","Either (a) MICB 322 and one of MICB 325, BIOL 335; or (b) BIOT 380.",,
MICB,_V,498,3,Co-operative Work Placement III,Work experience. Restricted to students admitted to the Co-operative Education Program in the Biotechnology or Microbiology and Immunology specializations. Pass/Fail Prerequisite: Either (a) MICB 399 or (b) BIOT 380. and completion of two co-op work terms. This course is not eligible for Credit/D/Fail grading.,Either (a) MICB 399 or (b) BIOT 380. and completion of two co-op work terms. This course is not eligible for Credit/D/Fail grading.,,
MICB,_V,499,3,Co-operative Work Placement IV,"Work experience in an industrial research setting, taken during the Winter Session (Term 1) of fifth year. Restricted to students admitted to the Co-operative Education Program in the Biotechnology or Microbiology and Immunology specializations. Pass/Fail Prerequisite: MICB 498. This course is not eligible for Credit/D/Fail grading.",MICB 498. This course is not eligible for Credit/D/Fail grading.,,
MICB,_V,502,3,Advanced Immunogenetics,Consult the Credit Exclusion List in the Faculty of Science section of the Calendar. This course is not eligible for Credit/D/Fail grading.,,,
MICB,_V,505,3,Molecular Microbiology,This course is not eligible for Credit/D/Fail grading.,,,
MICB,_V,507,3,Topics in Molecular Pathogenesis and Immunology,This course is not eligible for Credit/D/Fail grading.,,,
MICB,_V,530,3,"Student Seminars in Microbiology, Immunology and Virology","Student seminars on selected papers from the microbiology, immunology and virology literature. This course is not eligible for Credit/D/Fail grading.",,,
MICB,_V,548,6,Directed Studies on an Approved Problem,This course is not eligible for Credit/D/Fail grading.,,,
MICB,_V,549,18,M.Sc. Thesis,This course is not eligible for Credit/D/Fail grading.,,,
MICB,_V,575,3,Data Science Research in Microbiology and Immunology,A team-based data science research experience in microbiology and immunology. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… . This course is not eligible for Credit/D/Fail grading.,,,
MICB,_V,649,0,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.,,,
MIDW,_V,101,3,Counselling for Maternity Care Providers,"Theory, knowledge, strategies, and skills of person-centered counselling including family systems, trauma theory, theory, grief counselling, motivational interviewing skills, self-awareness and mindfulness, interprofessional communication, and cultural competency in continuity of care. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,102,3,Birth and its Meanings,"An interdisciplinary study of pregnancy and childbirth drawing on and integrating the disciplines of psychology, sociology, philosophy of science, anthropology, women's studies, and cultural studies. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,103,3,Applied Health Services for Maternity Providers,"Introduction to diagnostics related to cellular and humoral immune responses in pregnant women and newborns, the properties of viruses, epidemiology, the principles of bacterial pathogenesis, and related physiologic responses. This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,104,3,Lactation and Infant Feeding for Maternity Care Providers,"Breastfeeding physiology, pathophysiology, and strategies for support of the dyad based on best-practice principles. Discussion of major Canadian and international initiatives for the support and protection of breastfeeding. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,106,3,Reproductive Anatomy and Physiology,"Covers the anatomy and physiology of conception, fetal growth, pregnancy, labour, birth, transition to extra- uterine life, postpartum and lactation through lectures and lab sessions. Emphasizes anatomy and physiology as related to professional midwifery practice. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,107,3,Physical Assessment,Principles of physical and psychological  assessment of the mother and neonate. A series of lectures and clinical lab sessions. [3-0-0] This course is not eligible for Credit/D/Fail grading.,,,
MIDW,_V,108,5,Theoretical Foundations for Midwifery Practice,"Scope of practice of a midwife, regulatory framework, skills for basic midwifery practice. A series of lectures and clinical lab sessions. [5-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,115,3,Research Methods for Midwives,"Research designs used in midwifery research, types of studies reported in the midwifery and health care literature, research methodology and basic principles of epidemiology, biostatistics and social research. This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,120,3,Midwifery and Social Justice,"Social justice frameworks and issues as they pertain to individuals' engagement with health care systems. Draws on various disciplines, including sociology, anthropology, gender studies, and cultural studies.",,,
MIDW,_V,125,3,Pharmacology for Maternity Care Providers,"An overview of basic concepts in pharmacology, pharmacy, and therapeutics relevant to the practice of midwifery in Canada. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,200,6,"Midwifery Clinical Care - Antepartum, Postpartum and Newborn","Clinical care of women experiencing normal pregnancy, labour, birth, and puerperium. Clinical education experiences in preventative and therapeutic midwifery care with emphasis on prenatal and postnatal midwifery care. Clinical practice education opportunities within the province. [18-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,201,9,"Midwifery Theory for Antepartum, Postpartum and Newborn Care",Online situation-based learning tutorials occurring simultaneously with MIDW 200 clinical placement. [3-18-0] This course is not eligible for Credit/D/Fail grading.,,,
MIDW,_V,210,3,Evidence-Informed Midwifery,"Principles of evidence-informed midwifery, what counts as evidence? Making sense of the evidence, applying the evidence in practice. This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,215,1,Ethics in Maternity Care,Application of ethical theory in midwifery and health care management. [1-0-0],,,
MIDW,_V,230,6,Midwifery Theory for Primary Care,"Care of normal pregnancy, labour, birth, and puerperium with an emphasis on the intrapartum period and assessment and management skills. Includes a four-week intensive session in Vancouver, a series of online tutorials, and simulation and skills lab practice. This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,240,9,Midwifery Clinical Care - Intrapartum and Postpartum,"Clinical education experiences with the preventative and therapeutic midwifery care of normal pregnancy, labour, birth, and puerperium with an emphasis on the intrapartum period and assessment and management skills. A clinical practicum in locations around the province. Pass/Fail. This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,305,6,Midwifery Theory for Variations in Primary Care,"Theoretical principles of care for pregnancy, birth, and the puerperium with an emphasis on the recognition and management of variations of normal and findings outside of normal. Consists of a one-week intensive time in Vancouver, during which emergency skills certification is acquired, and weekly web-based tutorials. [3-4-3]",,,
MIDW,_V,310,5,Primary Research Directed Studies,"An original piece of scholarship that builds on knowledge and skills acquired from coursework and in consultation with faculty mentors. This self-directed course can be taken in year 1, 2, or 3 of the Program. [1-0-8] Prerequisite: Exemption from or completion of MIDW 115. This course is not eligible for Credit/D/Fail grading.",Exemption from or completion of MIDW 115. This course is not eligible for Credit/D/Fail grading.,,
MIDW,_V,320,11,Midwifery Clinical Care - Variations of Normal,"Clinical education experiences with the preventative and therapeutic midwifery care of pregnancy, birth, and the puerperium. Emphasis on the recognition and management of variations of normal and findings outside normal. A 10-week practicum in locations around the province. Pass/Fail. This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,322,8,Midwifery Primary Care Clinical,Clinical course focusing on consolidation of skills and knowledge of all aspects of midwifery care. This course is not eligible for Credit/D/Fail grading.,,,
MIDW,_V,326,2,Dialogue and Decisions: Advancing Person-Centred Care,"Build knowledge and competencies to navigate complex human interactions around decisions in health care. Flexible, online course for health professional learners. Learning activities include small group, cross-profession discussions, best practice video exemplars, case-based and self-reflection exercises, and a simulation. This course is open to all health professions learners. For Midwifery students: Prerequisites: MIDW_V 305 and MIDW_V 320. Corequisite: MIDW_V 328. This course is not eligible for Credit/D/Fail grading.",,MIDW_V 328. This course is not eligible for Credit/D/Fail grading.,
MIDW,_V,328,3,Professionalism in Community-based Care,"Prepares students for interprofessional and community-based placements. Professionalism and principles of community health and healthcare in rural and remote, Indigenous communities, and global health contexts. Prerequisites: MIDW_V 305 and MIDW_V 320. Corequisite: MIDW_V 326 This course is not eligible for Credit/D/Fail grading.",,MIDW_V 326 This course is not eligible for Credit/D/Fail grading.,
MIDW,_V,355,8,Interprofessional Placements in Perinatal Health,"Eight weeks of rotation through different interprofessional clinical settings. Students develop inter-professional competencies, working with and learning the roles and scopes of various general practitioners and/or specialists in perinatal care. Pass/Fail. Prerequisites: MIDW_V 322, MIDW_V 326 and MIDW_V 328. Corequisite: MIDW_V 365 This course is not eligible for Credit/D/Fail grading.",,MIDW_V 365 This course is not eligible for Credit/D/Fail grading.,
MIDW,_V,365,4,Community Health Placement,"A student-selected, four-week clinical or non-clinical placement in one of 4 settings: global community health, rural and remote community health, Indigenous community health, or a self-selected focus in community health. Pass/Fail. Prerequisites: MIDW_V 322, MIDW_V 326 and MIDW_V 328. Corequisite: MIDW_V 355 This course is not eligible for Credit/D/Fail grading.",,MIDW_V 355 This course is not eligible for Credit/D/Fail grading.,
MIDW,_V,405,3,Theory for Advanced Midwifery Care,"Theoretical principles for midwifery care of pregnancy, labour, birth, newborns, and the puerperium. Emphasis on assessment and management skills for abnormal situations. Includes a five-day intensive session in Vancouver, a series of online tutorials, and lab practice. [1-2-3]",,,
MIDW,_V,420,12,Midwifery Clinical Care - Abnormal and Unexpected Conditions,"Clinical education for midwifery care of pregnancy, birth, and the puerperium with an emphasis on abnormal situations in pregnancy, labour and birth, and in newborns. Clinical practicum around the province. Pass/Fail. This course is not eligible for Credit/D/Fail grading.",,,
MIDW,_V,435,4,Comprehensive Midwifery Theory and Practice,In-depth review of the theoretical principles and evidence basis for comprehensive midwifery care through tutorials and case reviews.,,,
MIDW,_V,440,13,Clinical Clerkship,Students assume a primary care role in clinical placements in midwifery practices across the provinces. Demonstration of independent decision making and application of the full range of their academic knowledge to professional practice. A practicum under the supervision of a registered midwife. Pass/Fail. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,200,3,Mineral Resources Engineering I,"Introduction to the mining life cycle and the design, planning, operation, and closure of mining systems, with a focus on mining methods, mineral processing, community engagement, and social license to operate. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,201,3,Mineral Resources Engineering II,"The design, planning, and operation, and closure of mining operations, with a focus on mineral processing technologies, plant design, waste and tailings management, and the future of mining. [3-2-0] Prerequisite: MINE 200. This course is not eligible for Credit/D/Fail grading.",MINE 200. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,202,4,Mineralogy for Resources Engineering,Fundamentals of rock and minerals formation. Exploring main techniques used to understand implications of mineralogy in mining and mineral processing. [3-2-0] Prerequisite: CHEM 154 This course is not eligible for Credit/D/Fail grading.,CHEM 154 This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,224,4,Mineralogy for Mining Engineering,Fundamentals of the rock and minerals formation. Exploring main techniques used to understand implications of mineralogy in mining and mineral processing. [3-2-0] This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,291,3,Introduction to Mining,"Leading practices and technologies employed in the design, planning, and operation of mining systems. Life cycle of surface and underground mining systems. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,292,3,Introduction to Mineral Processing,Overview; extracting a mineral or final product from an ore. [3-2-0] Prerequisite: MINE 224. This course is not eligible for Credit/D/Fail grading.,MINE 224. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,293,1,Seminar,"Oral presentations of topics on mine safety, and mining engineering by industry practitioners, faculty and/or stake- and rights-holders. [1-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,302,4,Underground Mining and Design,"Selection, design, and development of underground mining methods based upon physical, geological, economic, and environmental constraints. Underground excavation methods and equipment selection. [3-0-2] Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading.",Third-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,303,4,Rock Engineering Fundamentals,"The study of the mechanical and structural properties of rock materials at the laboratory and field scale, with reference to common mining, geological and civil engineering problems. [3-2-0] Prerequisite: One of MECH 260, CIVL 230. This course is not eligible for Credit/D/Fail grading.","One of MECH 260, CIVL 230. This course is not eligible for Credit/D/Fail grading.",,
MINE,_V,304,3,Rock Fragmentation,"Theory and practice of rock fragmentation by drilling and blasting; introduction to explosives and initiation systems; design of surface and underground blasts; machine excavation systems for tunneling and stoping; environmental impacts, safety, and risk assessment. [3-0-0] Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading.",Third-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,310,4,Surface Mining and Design,"Surface mining methods, calculation of pit limits, cutoff grades, break-even criteria, stripping ratios, ultimate pit depth and dimensions, and pit sequencing. Geotechnical inputs to surface mine design. Loading and hauling equipment, production rates, capacity and systems. [3-2-0] Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading.",Third-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,331,3,Physical Mineral Processes,"Mineral processing unit operations and sampling, crushing, grinding, screening, classification, gravity separation, magnetic separation, electrostatic separation, concentrate dewatering practices. [3-3-0] Prerequisite: Third Year Standing.",Third Year Standing.,,
MINE,_V,333,3,Flotation,Theory and technology of flotation and ancillary processes. [2-3-0] Prerequisite: Third Year Standing. This course is not eligible for Credit/D/Fail grading.,Third Year Standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,350,3,Modelling and Simulation,Methods for determining the behaviour of large scale industrial systems and their application to the design and analysis of such systems. [2-2-0] Prerequisite: STAT 251. This course is not eligible for Credit/D/Fail grading.,STAT 251. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,380,3,Mine Waste Management,"Basic geotechnical, hydrological, and water management aspects of mine waste management. [3-0-0] Prerequisite: CIVL 210. This course is not eligible for Credit/D/Fail grading.",CIVL 210. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,393,1,Seminar,Oral presentation of topics by instructor and guest lecturers. [1-0-0] Prerequisite: Third-year standing in Mining Engineering. This course is not eligible for Credit/D/Fail grading.,Third-year standing in Mining Engineering. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,395,3,Mineral Deposit Modelling,Types of mineral deposits. Exploration and sampling methods. Methods for data analysis and computer modelling of mineral deposits and their use in production planning and design. [2-1-1] Prerequisite: MINE 200. This course is not eligible for Credit/D/Fail grading.,MINE 200. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,396,3,Engineering Economics,"Discrete and continuous cash flow models, discounted cash flow analysis, effects of depreciation and taxes, economic analysis of projects, sensitivity and risk analysis, financing and cost of capital. [3-0-0] Prerequisite: Second-year standing in Engineering. This course is not eligible for Credit/D/Fail grading.",Second-year standing in Engineering. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,402,3,Mine Ventilation and Occupational Health and Safety,"Design and analysis for ventilation systems for mining. Topics such as ventilation design, ventilation surveys, thermodynamic aspects, psychrometry of air and air conditioning. [3-2-0] Prerequisite: Fourth-year standing. This course is not eligible for Credit/D/Fail grading.",Fourth-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,403,3,Rock Engineering Design,"The design of rock slopes and underground openings with respect to stress, structure and the rock mass. Stabilization and monitoring of rock movement. [3-0-0] Prerequisite: MINE 303. This course is not eligible for Credit/D/Fail grading.",MINE 303. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,404,3,Strategic Issues in Mining,Strategic issues in an organization; types of organizations; personnel evaluations and job rating systems; impact of manpower planning on decision-making; union negotiations; public relations; dealing with the media; corporate responsibilities to society and employees. [3-0-0] Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading.,Third-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,405,3,Introduction to Risk Management for Mining and Large Industrial Projects,"Risk management and its application to mining and large industrial projects, including risk analysis, treatment, and governance. [3-0-0] Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading.",Third-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,406,3,Mine Project Valuation and Risk Assessment,Mineral economics and finance. Analytical tools and techniques used in the valuation of mining companies and the financial analysis and risk assessment methods. [2-2-0] Prerequisite: MINE 396.,MINE 396.,,
MINE,_V,420,3,Applied Geostatistics,Geostatistical analysis and simulation of spatiotemporal phenomena in natural and engineered systems with applications to mining problems. [3-0-0] Prerequisite: STAT 251. This course is not eligible for Credit/D/Fail grading.,STAT 251. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,432,3,Mineral Process Control,"Automatic control theory, PID control, Laplace and z-transforms, loop tuning, frequency response, stability analysis, control strategies in flotation, comminution, dewatering, reagent and bin/sump levels, automated load-haul-dump and drilling equipment, instrumentation and soft sensors. [2-4-0] This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,434,3,Processing Precious Metal Ores,Process alternatives and mineralogical considerations; physical and chemical recovery technologies; environmental protection; flowsheet studies. [2-2-0] Prerequisite: MINE 331. This course is not eligible for Credit/D/Fail grading.,MINE 331. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,435,3,Plant and Process Design,"Design of unit operations in a mineral processing plant including crushing, grinding, classification, gravity separation, magnetic separation, flotation, thickening and filtration. Equipment selection and sizing, flowsheet design, circuit analysis and processing options. [2-3-0] Prerequisite: MINE 331. This course is not eligible for Credit/D/Fail grading.",MINE 331. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,436,3,Industrial Mixing,"Fundamentals of mixing technology, and industrial mixing systems and equipment. Selection, design, monitor, and scale-up mixing systems for mining applications. [2-2-2*] Prerequisite: MATH 255 and one of MECH 280, CIVL 215. This course is not eligible for Credit/D/Fail grading.","MATH 255 and one of MECH 280, CIVL 215. This course is not eligible for Credit/D/Fail grading.",,
MINE,_V,438,3,Advanced Process Mineralogy,"Textural parameters, such as mineral liberation size and mineral associations in connection with the mineral processing techniques for mineral recovery. [3-0-2] Prerequisite: MINE 331. This course is not eligible for Credit/D/Fail grading.",MINE 331. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,444,3,Urban Mining: Recovering Value From E-waste,"Technological and social issues related to the recovery of value from e-waste seen through the eyes of engineers, social scientists and economists. Recovery of valuable minerals in the context of circular economy to provide sustainable solutions for our planet. [2-2-0] Prerequisite: Third-year standing This course is not eligible for Credit/D/Fail grading.",Third-year standing This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,447,3,Dewatering of Fine Tailings,"Interparticle forces; DLVO theory of colloid stability; dispersion, coagulation, and flocculation phenomena; settling; thickening and consolidation processes; polymers in mineral processing; measurement techniques in tailings treatment; thickeners and principles of operation; industrial practice. [2-2-0] Prerequisite: Third-year standing This course is not eligible for Credit/D/Fail grading.",Third-year standing This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,455,3,Mine Water Management,"Mine water management covering integrated water resource management, water balances, sources, water use optimization, water quality and treatment and long-term stewardship. [2-2-0] Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading.",Third-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,462,3,Coal Preparation Technology,Thermal and metallurgical coals: objectives of their cleaning; coal washability and flotability fundamentals; coal preparation unit operations; performance characteristics of coal washing equipment; products dewatering; plant flowsheets. [2-3-0] Prerequisite: MINE 331. This course is not eligible for Credit/D/Fail grading.,MINE 331. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,465,3,Materials Handling,"Knowledge and understanding of equipment used in mining operations, including diesel, electro-mechanical, hydraulic and pneumatic equipment as well as conveyors, load-haul-dump trucks and pumps. [2-2-0] Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading.",Third-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,470,3,Indigenous Peoples and Mining in Canada,Historical context of Indigenous peoples of Canada interactions with the development of mineral resources. Current best practices and systems supporting effective engagement and involvement of Indigenous peoples in the development of mines and mineral resources. [3-0-0] Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading.,Third-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,482,3,Maintenance Engineering,"Analytical foundation for maintenance of industrial plant equipment and mobile equipment in various production environments; maintenance planning and management, life cycle analysis, reliability theory, total quality maintenance, condition monitoring. [3-0-0] Prerequisite: Fourth-year standing. This course is not eligible for Credit/D/Fail grading.",Fourth-year standing. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,485,3,Cave Mining Systems: Design and Planning,"Designs, planning, and leading practices are applied to underground mining systems reliant on induced and controlled rock mass caving. [3-0-0] Prerequisite: MINE 303. This course is not eligible for Credit/D/Fail grading.",MINE 303. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,486,3,Mining and The Environment,"Environmental topics of importance to engineers practicing within the mining, metallurgical and related industries including technical practices, regulatory and public issues. [3-0-0] This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,488,3,Heavy Oil Sand Mining and Processing,"Life cycle of the production of Oil Sands resources, including mining, bitumen extraction, and reclamation. [2-3-0] Prerequisite: MINE 310. This course is not eligible for Credit/D/Fail grading.",MINE 310. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,491,6,Mine and Plant Engineering Design Feasibility Study,"Mining Engineering design project from scope definition to final design and project feasibility. Based on a problem from industry and/or research. [2-2-0; 2-2-0] Prerequisite: All of MINE 302, MINE 303, MINE 310, MINE 331, MINE 333, MINE 350, MINE 396. This course is not eligible for Credit/D/Fail grading.","All of MINE 302, MINE 303, MINE 310, MINE 331, MINE 333, MINE 350, MINE 396. This course is not eligible for Credit/D/Fail grading.",,
MINE,_V,493,1,Seminar,Oral presentation of a technical nature. Use of closed circuit television for personal evaluation. [0-0-1] Prerequisite: Fourth-year standing in Mining Engineering. This course is not eligible for Credit/D/Fail grading.,Fourth-year standing in Mining Engineering. This course is not eligible for Credit/D/Fail grading.,,
MINE,_V,504,2,Rock Fragmentation,Theory and practice of drilling and blasting; explosive types and strengths. Blast pattern design for underground and surface operations. Permission of the instructor is required. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,505,3,Advanced Topics in Rock Engineering,Rock mass properties and numerical modelling applied to rock engineering design with particular emphasis on applications in rock slopes and tunneling. Permission of the instructor is required. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,506,3,Mining Methods,A more advanced study of some aspects of mining methods. Permission of the instructor is required. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,507,3,Block Caving Systems,"Mass mining (caving) methods, their design and operation, the value proposition and the key value drivers. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,508,3,Integrated Mining and Processing Systems,"Methods and systems for integrated mining and processing, conceptual model development, simulation, economic and technical evaluation. Permission of the instructor is required. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,509,3,Mine Ventilation,"Mine air conditioning, ventilation network analysis, radioactivity in mining, case studies in mine ventilation and control of dust, fumes and diesel exhausts. This course is not eligible for Credit/D/Fail grading.",,,
MINE,_V,515,3,Future of Mining,This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,520,3,Advanced Coal Preparation,Thermal and metallurgical coals. Desulphurization Theory of coal beneficiation. Dense media separation. Coal surface properties and their effect on fine coal processing by flotation and oil agglomeration; coal/water/slurries. Plant performance testing and instrumentation. Permission of the instructor is required. This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,521,3,Advanced Flotation Technology,This course is not eligible for Credit/D/Fail grading.,,,
MINE,_V,524,3,Processing of Precious Metal Ores,"Advances in science and technology for recovering gold, silver, and platinum group elements. Credit will be granted for only one of MINE 524 or MINE 577. This course is not eligible for Credit/D/Fail grading.",,,"Advances in science and technology for recovering gold, silver, and platinum group elements. Credit will be granted for only one of MINE 524 or MINE 577. This course is not eligible for Credit/D/Fail grading."
MINE,_V,526,3,Mathematical Modelling of Mineral Processes,"Emphasis on crushing, grinding, screening, classification and flotation. Credit will be granted for only one of MINE 526 or MINE 575. This course is not eligible for Credit/D/Fail grading.",,,"Emphasis on crushing, grinding, screening, classification and flotation. Credit will be granted for only one of MINE 526 or MINE 575. This course is not eligible for Credit/D/Fail grading."
MINE,_V,527,3,Simulation and Optimization of Mineral Processes,"Mineral process simulators including off-line optimization strategies; optimal flow sheet design. Credit will be granted for only one of MINE 527 or MINE 576. Prerequisite: One of MINE 526, MINE 575. This course is not eligible for Credit/D/Fail grading.","One of MINE 526, MINE 575. This course is not eligible for Credit/D/Fail grading.",,"Mineral process simulators including off-line optimization strategies; optimal flow sheet design. Credit will be granted for only one of MINE 527 or MINE 576. Prerequisite: One of MINE 526, MINE 575. This course is not eligible for Credit/D/Fail grading."
MINE,_V,529,3,Rheology of Mineral Suspensions,"Rheological measurements, flow curve modelling, micro-rheology, control of rheological properties. Application to mineral processing unit operations. Credit will be granted for only one of MINE 529 or MINE 579. This course is not eligible for Credit/D/Fail grading.",,,"Rheological measurements, flow curve modelling, micro-rheology, control of rheological properties. Application to mineral processing unit operations. Credit will be granted for only one of MINE 529 or MINE 579. This course is not eligible for Credit/D/Fail grading."
MINE,_V,533,2,Treatment of Mineral Industry Effluents,Characteristics of mineral dispersions in gases and in water; dust suppression in mining and in mineral transport facilities; solid-liquid separations; removal of noxious chemicals; waste disposal systems. Credit will be granted for only one of MINE 533 or MINE 573. Prerequisite: Permission of instructor is required. This course is not eligible for Credit/D/Fail grading.,Permission of instructor is required. This course is not eligible for Credit/D/Fail grading.,,Characteristics of mineral dispersions in gases and in water; dust suppression in mining and in mineral transport facilities; solid-liquid separations; removal of noxious chemicals; waste disposal systems. Credit will be granted for only one of MINE 533 or MINE 573. Prerequisite: Permission of instructor is required. This course is not eligible for Credit/D/Fail grading.
